Model Name,Manufacturer,Registered In,Model Date,Fuel Type,Transmission,Color,Body Type,Engine Displacement,Driven,Price
Civic VTi Prosmatec 1.8 i-VTEC,Honda,KPK,2007,Petrol,Automatic,Silver,Sedan,1800,156000,2200000
Civic VTi Prosmatec 1.8 i-VTEC,Honda,KPK,2007,Petrol,Automatic,Silver,Sedan,1800,156000,2200000
City 1.3 i-VTEC Prosmatec,Honda,KPK,2018,Petrol,Automatic,White,Sedan,1300,105000,3710000
Mehran VXR Euro II,Suzuki,KPK,2017,Petrol,Manual,Graphite Grey,Hatchback,796,54000,1470000
Alto VXR AGS,Suzuki,KPK,2022,Petrol,Automatic,White,Hatchback,660,48000,2750000
Corolla GL,Toyota,KPK,1994,Petrol,Automatic,White,Sedan,1300,145000,1369999
Corolla GLi Automatic 1.3 VVTi,Toyota,KPK,2019,Petrol,Automatic,White,Sedan,1300,82000,4960000
Corolla Fielder Hybrid,Toyota,KPK,2020,Hybrid,Automatic,Silver Metallic,Station Wagon,1500,110000,6950000
Civic VTi Oriel 1.6,Honda,KPK,2000,Petrol,Manual,Black,Sedan,1600,46000,1700000
Carrier Standard,FAW,KPK,2014,Petrol,Manual,White,Pick Up,1000,26141,700000
Corolla Altis 1.8,Toyota,KPK,2008,Petrol,Manual,Gun Metallic,Sedan,1800,156070,2550000
Civic VTi Oriel Automatic 1.6,Honda,KPK,2000,Petrol,Automatic,Shalimar Rose,Sedan,1600,240000,1350000
Bolan,Suzuki,KPK,2011,Petrol,Manual,Black,Hatchback,700,5000,700000
Vitz iLL 1.3,Toyota,KPK,2005,Petrol,Automatic,Turquoise,Hatchback,1300,200000,2250000
Mehran VXR (CNG),Suzuki,KPK,2005,CNG,Manual,Red,Hatchback,800,9408,840000
Civic VTi Oriel Prosmatec 1.8 i-VTEC,Honda,KPK,2010,Petrol,Automatic,Crystal Black,Sedan,1800,98000,2700000
Corolla XLi VVTi,Toyota,KPK,2014,Petrol,Manual,White,Sedan,1300,100000,3480000
Vitz F 1.0,Toyota,KPK,2007,Petrol,Automatic,Polar White,Hatchback,1000,85000,2550000
Corolla Fielder Hybrid G  WB ,Toyota,KPK,2018,Hybrid,Automatic,Super White,Station Wagon,1500,100000,7100000
Corolla SE Limited,Toyota,KPK,1995,Petrol,Automatic,White,Sedan,1500,35000,1750000
Alto L,Suzuki,KPK,2021,Petrol,Automatic,White,Hatchback,660,23000,3500000
Corolla GLi 1.3 VVTi,Toyota,KPK,2014,Petrol,Manual,White,Sedan,1300,100000,2700000
Civic 1.8 i-VTEC CVT,Honda,KPK,2017,Petrol,Automatic,Taffeta White,Sedan,1800,189000,5400000
Platz F 1.3,Toyota,KPK,2003,Petrol,Automatic,White,Sedan,1300,133000,1550000
Santro Club,Hyundai,KPK,2003,Petrol,Manual,Maroon,Hatchback,1000,185468,930000
Stella CUSTOM,Subaru,KPK,2016,Petrol,Automatic,Silver Metallic,Hatchback,660,97000,3000000
Stella CUSTOM,Subaru,KPK,2016,Petrol,Automatic,Silver Metallic,Hatchback,660,97000,3000000
Civic VTi Oriel 1.8 i-VTEC,Honda,KPK,2010,Petrol,Manual,Deep lapis Blue Metallic,Sedan,1800,200000,2850000
Cultus VXLi,Suzuki,KPK,2008,Petrol,Manual,Blue,Hatchback,1000,66000,1320000
Corolla GLi 1.3 VVTi,Toyota,KPK,2010,Petrol,Manual,Silver,Sedan,1300,107254,2625000
Sunny,Nissan,KPK,2010,Petrol,Automatic,White,Hatchback,1500,90000,720000
Wagon R Stingray X,Suzuki,KPK,2014,Petrol,Automatic,Superior White,Hatchback,660,93000,2700000
Khyber,Suzuki,KPK,2014,Petrol,Manual,Red,Hatchback,1000,23,450000
Wagon R Stingray X,Suzuki,KPK,2014,Petrol,Automatic,Beige,Hatchback,660,160000,2700000
Civic 1.8 i-VTEC CVT,Honda,KPK,2017,Petrol,Automatic,Lunar Silver Metallic,Sedan,1800,90000,4850000
Corolla GL,Toyota,KPK,1998,Petrol,Manual,White,Sedan,1300,100000,850000
Corolla GLi 1.3 VVTi,Toyota,KPK,2010,Petrol,Manual,Silver,Sedan,1300,108,3150000
Hustler G Turbo,Suzuki,KPK,2015,Petrol,Automatic,Blue,Hatchback,660,156800,2680000
Vezel e-HEV Z,Honda,KPK,2021,Hybrid,Automatic,Black,Crossover,1500,70250,11800000
Corolla GLi 1.3 VVTi,Toyota,KPK,2009,Petrol,Manual,Black,Sedan,1300,310009,2280000
Vitz F 1.0,Toyota,KPK,2010,Petrol,Automatic,Silver,Hatchback,1000,85000,2425000
Cultus VXL,Suzuki,KPK,2017,Petrol,Manual,Silky Silver,Hatchback,1000,115000,2750000
Sienta X,Toyota,KPK,2016,Hybrid,Automatic,Silver Metallic,Van,1500,73000,5180000
Mehran VXR Euro II,Suzuki,KPK,2018,Petrol,Manual,Gold,Hatchback,800,42000,1480000
Civic EXi,Honda,KPK,2002,Petrol,Manual,Silver,Sedan,1500,251436,1380000
Corolla Axio X Special Edition 1.5,Toyota,KPK,2007,Petrol,Automatic,Silver Metallic,Sedan,1500,182000,3250000
Pajero,Mitsubishi,KPK,1992,Petrol,Automatic,Gold,Hatchback,3000,200000,2800000
Hilux,Toyota,KPK,1992,Diesel,Manual,Beige,Hatchback,2400,355000,2750000
Corolla GLi Automatic Limited Edition 1.6 VVTi,Toyota,KPK,2013,Petrol,Automatic,Black,Sedan,1600,106500,2850000
Corolla Axio,Toyota,KPK,2007,Petrol,Automatic,Silver,Hatchback,1500,150000,3100000
City 1.3 i-VTEC,Honda,KPK,2018,Petrol,Manual,Silver,Sedan,1300,135000,3650000
Bolan,Suzuki,KPK,1996,CNG,Manual,White,Hatchback,1000,100000,510000
Alto VXR,Suzuki,KPK,2022,Petrol,Manual,Solid White,Hatchback,660,45000,2650000
City i-DSI,Honda,KPK,2006,Petrol,Manual,Metallic Grey,Sedan,1300,200000,2150000
Aqua S,Toyota,KPK,2015,Hybrid,Automatic,White,Hatchback,1500,96000,5000000
Camry Up-Spec Automatic 2.4,Toyota,KPK,2007,Petrol,Automatic,Black,Sedan,2400,61000,3290000
City i-DSI,Honda,KPK,2007,Petrol,Manual,Silver,Sedan,1300,213635,1750000
Vitz F 1.3,Toyota,KPK,2005,Petrol,Automatic,White,Hatchback,1300,222421,2190000
Alto G,Suzuki,KPK,2006,Petrol,Automatic,Pure Red,Hatchback,660,200000,1750000
Corolla,Toyota,KPK,2011,CNG,Manual,White,Hatchback,1300,250000,2250000
Corolla GLi 1.3 VVTi,Toyota,KPK,2013,Petrol,Manual,Burgundy,Sedan,1300,135000,2975000
Corolla GLi 1.3 VVTi,Toyota,KPK,2012,Petrol,Manual,Burgundy,Sedan,1300,144000,2950000
Civic Oriel 1.8 i-VTEC CVT,Honda,KPK,2016,Petrol,Automatic,Crystal Black,Sedan,1800,125000,4020000
Corolla GL,Toyota,KPK,1999,Petrol,Manual,White,Sedan,1300,200000,1460000
Civic,Honda,KPK,1995,Petrol,Automatic,Green,Hatchback,1500,197254,745500
Mehran VX,Suzuki,KPK,2004,Petrol,Manual,Snow White Pearl,Hatchback,800,1,680000
Margalla GL,Suzuki,KPK,1993,Petrol,Manual,White,Sedan,1300,1,595000
Raize Z,Toyota,KPK,2020,Petrol,Automatic,White,Crossover,1000,16000,6550000
Sunny,Nissan,KPK,2020,Petrol,Manual,White,Hatchback,1000,150000,570000
BR-V i-VTEC S,Honda,KPK,2018,Petrol,Automatic,Modern Steel Metallic,MPV,1500,57000,4650000
Prado TZ 3.0D,Toyota,KPK,1997,Diesel,Automatic,Dark Green Mica Metallic,SUV,3000,180000,4800000
Mehran VX (CNG),Suzuki,KPK,2007,Petrol,Manual,Solid White,Hatchback,800,69000,810000
City Aspire 1.3 i-VTEC,Honda,KPK,2015,Petrol,Manual,Lunar Silver Metallic,Sedan,1300,200000,3000000
Mehran VXR Euro II,Suzuki,KPK,2015,Petrol,Manual,Solid White,Hatchback,796,11317,1300000
C-HR S-GR Package,Toyota,KPK,2020,Hybrid,Automatic,Pearl White,SUV,1800,20000,14000000
Civic VTi 1.8 i-VTEC,Honda,KPK,2013,Petrol,Manual,Crystal Black,Sedan,1800,98000,3100000
HS 1.5 Turbo,MG,KPK,2021,Petrol,Automatic,Arctic White,Crossover,1490,44000,6500000
Civic Oriel 1.8 i-VTEC CVT,Honda,KPK,2020,Petrol,Automatic,Silver,Sedan,1800,88000,5890000
Corolla Altis SR Cruisetronic 1.8,Toyota,KPK,2009,Petrol,Automatic,Celestial Black,Sedan,1800,102000,3275000
Fortuner Legender ,Toyota,KPK,2024,Diesel,Automatic,Super White,SUV,2800,8900,19500000
Alto VXR,Suzuki,KPK,2022,Petrol,Manual,Solid White,Hatchback,660,36000,2580000
C-HR S-GR Package,Toyota,KPK,2019,Hybrid,Automatic,Pearl White,SUV,1800,38000,11000000
Corolla GLi 1.6,Toyota,KPK,1996,Petrol,Manual,Grey,Sedan,1600,182000,1280000
86,Toyota,KPK,1996,Petrol,Manual,Red,Hatchback,1300,238000,650000
Baleno GLi,Suzuki,KPK,2002,Petrol,Manual,Dark Maroon,Sedan,1300,125000,920000
Insight EX Black Style,Honda,KPK,2019,Petrol,Automatic,Premium Crystal Blue Metallic,Sedan,1500,21500,12500000
Prado RX 2.7 (3-Door),Toyota,KPK,1996,Diesel,Manual,White,SUV,2700,140000,2400000
Pino S,Nissan,KPK,2007,Petrol,Automatic,Silky Silver,Hatchback,660,100000,1700000
Optra,Chevrolet,KPK,2004,Petrol,Manual,Silver,Hatchback,1600,69,1320000
Vitz F 1.0,Toyota,KPK,2009,Petrol,Automatic,Grey,Hatchback,1000,145000,2200000
Corolla XE,Toyota,KPK,1994,Petrol,Manual,Red,Sedan,1300,200000,1300000
Corolla X 1.3,Toyota,KPK,2006,Petrol,Automatic,White,Sedan,1300,90000,3900000
Corolla Fielder X,Toyota,KPK,2006,Petrol,Manual,Red,Station Wagon,1500,99985,3500000
Premio,Toyota,KPK,2007,Petrol,Automatic,White,Hatchback,1800,127000,4600000
Bolan VX,Suzuki,KPK,2007,Petrol,Manual,Solid White,Mini Van,800,500000,440000
Corolla SE Limited,Toyota,KPK,1990,Petrol,Manual,Indigo,Sedan,1500,720000,800000
Passo G 1.0,Toyota,KPK,2010,Petrol,Automatic,Gold,Hatchback,1000,150770,1900000
Wagon R VXR,Suzuki,KPK,2018,Petrol,Manual,White,Hatchback,1000,49580,2370000
Sunny,Nissan,KPK,1991,Petrol,Manual,White,Hatchback,1500,150000,680000
Hilux Revo V Automatic 3.0 ,Toyota,KPK,2017,Diesel,Automatic,Super White,Double Cabin,3000,161000,8375000
Bolan Cargo Van Euro ll,Suzuki,KPK,2016,Petrol,Manual,Solid White,Mini Van,800,15,1330000
Mark X 250G S Package,Toyota,KPK,2005,Petrol,Automatic,Black Mira,Sedan,2500,150000,4200000
Fortuner 2.7 VVTi,Toyota,KPK,2019,Petrol,Automatic,Super White,SUV,2700,96000,11200000
Civic Oriel 1.8 i-VTEC CVT,Honda,KPK,2021,Petrol,Automatic,Taffeta White,Sedan,1800,60000,6350000
Alto,Suzuki,KPK,2014,Petrol,Automatic,White,Hatchback,660,150665,2650000
Civic Oriel 1.8 i-VTEC CVT,Honda,KPK,2017,Petrol,Automatic,Taffeta White,Sedan,1800,112000,4950000
Corolla Axio Hybrid 1.5,Toyota,KPK,2018,Hybrid,Automatic,White Pearl Crystal Shine,Sedan,1500,70000,5775000
Corolla,Toyota,KPK,2014,Petrol,Automatic,Bronze,Hatchback,1300,10000,2600000
HS 1.5 Turbo,MG,KPK,2021,Petrol,Automatic,Arctic White,Crossover,1490,90000,6275000
Raize Z,Toyota,KPK,2020,Petrol,Automatic,White,Crossover,1000,22000,6350000
Vezel Hybrid Z Honda Sensing ,Honda,KPK,2018,Hybrid,Automatic,White Pearl,Crossover,1500,80000,6900000
Serena HIGHWAY STAR,Nissan,KPK,2018,Hybrid,Automatic,Pearl White,Van,2000,108000,6450000
C-HR G-LED,Toyota,KPK,2019,Hybrid,Automatic,White Pearl,Crossover,1800,168000,8375000
Hilux Revo V Automatic 2.8,Toyota,KPK,2021,Diesel,Automatic,Super White,Double Cabin,2800,62000,11350000
Civic EXi,Honda,KPK,2005,Petrol,Manual,Charcoal Grey Pearl,Sedan,1500,222000,1555000
Vezel e-HEV Play,Honda,KPK,2021,Hybrid,Automatic,Premium Sunlight White Pearl,Crossover,1500,11000,12500000
Corolla,Toyota,KPK,1995,Petrol,Automatic,White,Hatchback,1600,128000,1900000
Baleno JXR,Suzuki,KPK,2003,Petrol,Manual,Silver,Sedan,1500,267333,1225000
Ciaz Automatic,Suzuki,KPK,2018,Petrol,Automatic,Snow White Pearl,Sedan,1400,96000,3700000
Cuore,Daihatsu,KPK,2006,Petrol,Manual,White,Hatchback,660,3800,1080000
Corolla GLi 1.3 VVTi Special Edition,Toyota,KPK,2018,Petrol,Manual,Attitude Black,Sedan,1300,98672,4150000
Liana RXi,Suzuki,KPK,2006,Petrol,Manual,Pearl White,Sedan,1300,176108,1115000
Wish 1.8 X Limited,Toyota,KPK,2007,Petrol,Automatic,Black,Mini Van,1800,19999,2600000
Swift DX 1.3,Suzuki,KPK,2011,Petrol,Manual,White,Hatchback,1300,160000,1850000
Liana,Suzuki,KPK,2006,Petrol,Manual,White,Hatchback,1300,176000,1125000
Corolla Axio Hybrid 1.5,Toyota,KPK,2014,Hybrid,Automatic,White,Sedan,1500,130000,4550000
Corolla GLi 1.3 VVTi,Toyota,KPK,2019,Petrol,Manual,White,Sedan,1300,73000,5000000
Premio F EX Package 1.5,Toyota,KPK,2009,Petrol,Automatic,Silver Metallic,Sedan,1500,220000,4700000
Pajero Exceed 2.5D,Mitsubishi,KPK,2009,Diesel,Manual,Beige,SUV,2500,200000,2000000
Civic VTi 1.6,Honda,KPK,2000,Petrol,Manual,Metallic Green,Sedan,1600,94864,1420000
Mehran VXR Euro II,Suzuki,KPK,2018,Petrol,Manual,Solid White,Hatchback,796,1,1440000
Swift DX 1.3,Suzuki,KPK,2015,Petrol,Manual,White,Hatchback,1300,143000,2250000
Corolla Altis SR 1.6,Toyota,KPK,2012,Petrol,Manual,Attitude Black,Sedan,1600,135000,3450000
Corolla XLi,Toyota,KPK,2007,Petrol,Manual,White,Sedan,1300,234000,1900000
Fortuner 2.8 Sigma 4,Toyota,KPK,2021,Diesel,Automatic,White,SUV,2800,68000,15250000
Corolla XLi VVTi,Toyota,KPK,2018,Petrol,Manual,Black,Sedan,1300,200000,3600000
Corolla SE Saloon,Toyota,KPK,2018,Petrol,Manual,White,Sedan,1600,400000,720000
FX GA,Suzuki,KPK,2018,Petrol,Manual,White,Hatchback,800,100000,320000
City 1.3 i-VTEC Prosmatec,Honda,KPK,2020,Petrol,Automatic,Taffeta White,Sedan,1300,120000,4000000
C-HR S-GR Package,Toyota,KPK,2020,Hybrid,Automatic,White,SUV,1800,50000,10000000
Swift DLX Automatic 1.3,Suzuki,KPK,2013,Petrol,Automatic,Blue,Hatchback,1300,99000,2250000
Corolla Fielder Hybrid,Toyota,KPK,2018,Hybrid,Automatic,Silver,Station Wagon,1500,87600,6400000
Surf SSR-G 2.7,Toyota,KPK,2006,Petrol,Automatic,Dark Grey Mica Metallic,SUV,2700,175,8800000
Corolla XLi VVTi,Toyota,KPK,2012,Petrol,Manual,Gun Metallic,Sedan,1300,128000,3080000
Corolla XLi VVTi,Toyota,KPK,2010,Petrol,Manual,Black,Sedan,1300,123456,2350000
Corolla Axio X Special Edition 1.5,Toyota,KPK,2007,Petrol,Automatic,Silver Metallic,Sedan,1500,1750,3480000
X-PV Dual AC,FAW,KPK,2016,Petrol,Manual,Brown,Mini Van,1000,148402,1160000
Excel,Hyundai,KPK,1997,Petrol,Manual,Blue,Hatchback,1300,100000,600000
Corolla SE,Toyota,KPK,1997,Petrol,Automatic,White,Sedan,1500,200000,950000
Corolla GL Saloon,Toyota,KPK,1997,Petrol,Manual,White,Sedan,1500,1234,630000
HS 1.5 Turbo,MG,KPK,2021,Petrol,Automatic,Arctic White,Crossover,1490,23000,7000000
Corolla Axio G,Toyota,KPK,2008,Petrol,Automatic,White Pearl Crystal Shine,Sedan,1500,80000,3300000
Raize Z,Toyota,KPK,2020,Petrol,Automatic,Red,Crossover,1000,30000,6000000
Civic,Honda,KPK,2020,Petrol,Manual,Black,Hatchback,1300,500000,450000
City 1.3 i-VTEC,Honda,KPK,2011,Petrol,Manual,Lunar Silver Metallic,Sedan,1300,100000,2550000
City i-DSI Vario,Honda,KPK,2006,Petrol,Automatic,Taffeta White,Sedan,1300,200000,2400000
Corolla GLi Automatic 1.3 VVTi,Toyota,KPK,2015,Petrol,Automatic,Silver,Sedan,1300,67000,4120000
Corolla XLi VVTi,Toyota,KPK,2012,Petrol,Manual,Grey,Sedan,1300,105000,2430000
Cultus VXR,Suzuki,KPK,2003,Petrol,Manual,White,Hatchback,1000,53600,950000
Vitz F 1.0,Toyota,KPK,2013,Petrol,Automatic,Black Mica Metallic,Hatchback,1000,120000,2850000
Raize Z,Toyota,KPK,2025,Petrol,Automatic,Shining White Pearl,Crossover,1000,20000,6200000
Mehran VXR Euro II,Suzuki,KPK,2015,Petrol,Manual,Graphite Grey,Hatchback,796,53931,1250000
Alto GII,Suzuki,KPK,2007,Petrol,Automatic,White,Hatchback,660,215850,1650000
Lancer GLX 1.5,Mitsubishi,KPK,2006,Petrol,Manual,White,Sedan,1500,145600,1650000
Alto VX,Suzuki,KPK,2011,Petrol,Manual,Graphite Grey,Hatchback,1000,125800,1080000
Corolla XLi VVTi,Toyota,KPK,2009,Petrol,Manual,White,Sedan,1500,381000,2780000
Corolla GLi 1.3 VVTi,Toyota,KPK,2014,Petrol,Manual,White,Sedan,1300,172522,3400000
Raize Z,Toyota,KPK,2020,Petrol,Automatic,Black Mica Metallic,Crossover,1000,95600,5200000
Vamos M STYLISH PACKAGE,Honda,KPK,2010,Petrol,Automatic,Black,Mini Van,660,197553,1500000
Vezel Hybrid RS Honda Sensing ,Honda,KPK,2019,Hybrid,Automatic,White Orchid Pearl,Crossover,1500,97000,9050000
C-HR G,Toyota,KPK,2018,Hybrid,Automatic,Blizzard Pearl,Crossover,1800,85000,7850000
Spectra,KIA,KPK,2002,CNG,Manual,Red,Hatchback,1500,200000,630000
Aqua S,Toyota,KPK,2013,Hybrid,Automatic,Silver,Hatchback,1500,185000,3750000
Vezel e-HEV Play,Honda,KPK,2021,Hybrid,Automatic,Black,Crossover,1500,68000,13200000
Bolan,Suzuki,KPK,2010,Petrol,Manual,Grey,Hatchback,800,35000,1450000
Corolla GLi Limited Edition 1.3 VVTi,Toyota,KPK,2013,Petrol,Manual,Black,Sedan,1300,200000,2680000
Vitz,Toyota,KPK,2007,Petrol,Automatic,Black,Hatchback,1000,200000,3000000
Mira X SA lll,Daihatsu,KPK,2021,Petrol,Automatic,Turquoise,Hatchback,660,11000,3675000
Corolla XLi VVTi,Toyota,KPK,2009,Petrol,Manual,White,Sedan,1300,15248,2850000
Life C Special Edition Comfort Special,Honda,KPK,2013,Petrol,Automatic,Eternal Blue Pearl,Hatchback,660,140697,1800000
Mehran VX (CNG),Suzuki,KPK,2007,Petrol,Manual,Solid White,Hatchback,800,123,650000
Alto VXR,Suzuki,KPK,2025,Petrol,Manual,White,Hatchback,660,6,2880000
Prius S 1.8,Toyota,KPK,2015,Hybrid,Automatic,White,Sedan,1800,107000,5350000
Surf,Toyota,KPK,1995,Diesel,Automatic,Blue,Hatchback,3000,180000,3880000
Bolan VX Euro II,Suzuki,KPK,2021,Petrol,Manual,Solid White,Van,800,3200,2050000
Every PC,Suzuki,KPK,2018,Petrol,Automatic,Pearl White,Micro Van,660,170000,2700000
Corolla SE Saloon,Toyota,KPK,2003,Petrol,Manual,Grey,Sedan,1600,1600,1350000
Corolla,Toyota,KPK,2001,Petrol,Automatic,Gold,Hatchback,100,1000000,1800000
Corolla GLi 1.3 VVTi,Toyota,KPK,2011,Petrol,Manual,Silver,Sedan,1300,150000,2550000
Rover Freelander TD4,Land Rover,KPK,2008,Diesel,Automatic,Black,SUV,2000,174000,7000000
Every,Suzuki,KPK,2007,Petrol,Manual,Silver,Hatchback,660,140000,1480000
Prado TZ 3.0D,Toyota,KPK,1997,Diesel,Automatic,Silver,SUV,3000,180000,4600000
N Wgn G,Honda,KPK,2021,Petrol,Automatic,Maroon,Hatchback,660,17000,3650000
N Box Slash G L Package,Honda,KPK,2022,Petrol,Automatic,Maroon,Hatchback,660,24000,3250000
Aqua S,Toyota,KPK,2021,Hybrid,Automatic,White,Hatchback,1500,159000,6500000
Tanto X Turbo,Daihatsu,KPK,2021,Petrol,Automatic,White,Hatchback,660,10000,3250000
Aqua G,Toyota,KPK,2013,Hybrid,Automatic,Silver,Hatchback,1500,90000,3820000
Margalla,Suzuki,KPK,1996,CNG,Manual,Red,Hatchback,1300,123,680000
Mira G Smart Drive Package,Daihatsu,KPK,2012,Petrol,Automatic,Pearl White,Hatchback,660,100000,2200000
Civic Oriel 1.8 i-VTEC CVT,Honda,KPK,2018,Petrol,Automatic,Taffeta White,Sedan,1800,86000,5600000
Corolla XLi,Toyota,KPK,2004,Petrol,Manual,Super White,Sedan,1300,500000,2300000
Corolla XLi,Toyota,KPK,2004,Petrol,Manual,Super White,Sedan,1300,500000,2300000
Corolla GLi 1.3 VVTi,Toyota,KPK,2012,Petrol,Manual,Wine Red,Sedan,1300,100000,2300000
Alto VXR (CNG),Suzuki,KPK,2006,CNG,Manual,White,Hatchback,1000,132000,850000
Pearl MT,Prince,KPK,2021,Petrol,Manual,Silver,Hatchback,800,20000,1090000
Corolla SE Limited,Toyota,KPK,1997,Petrol,Manual,White,Sedan,1500,199999,1350000
Civic VTi Oriel UG Prosmatec 1.6,Honda,KPK,2006,Petrol,Automatic,Grenada Black Pearl,Sedan,1600,119700,2550000
Alto VXR,Suzuki,KPK,2024,Petrol,Manual,White,Hatchback,660,13800,2800000
Civic,Honda,KPK,1999,Petrol,Automatic,Blue,Hatchback,1500,98000,2700000
Corolla GLi 1.3 VVTi,Toyota,KPK,2013,Petrol,Manual,Medium Silver,Sedan,1300,96000,3150000
Hiace,Toyota,KPK,2013,CNG,Automatic,Silver,Hatchback,2700,400000,4250000
Corolla GLi 1.3,Toyota,KPK,2006,Petrol,Manual,Gun Metallic,Sedan,1300,2,1750000
Passo X L Package,Toyota,KPK,2010,Petrol,Automatic,Light Beige Metallic,Hatchback,1000,90000,2500000
Wagon R FA,Suzuki,KPK,2021,Petrol,Automatic,Silver,Hatchback,660,12754,3625000
Vezel Hybrid RS Honda Sensing ,Honda,KPK,2019,Hybrid,Automatic,White,Crossover,1500,97000,9300000
Wagon R,Suzuki,KPK,2021,Hybrid,Automatic,Silver,Hatchback,660,28000,4100000
Bolan VX Euro II,Suzuki,KPK,2024,Petrol,Manual,Solid White,Van,800,1500,2400000
Corolla XLi VVTi Limited Edition,Toyota,KPK,2011,Petrol,Manual,Attitude Black,Sedan,1300,170000,2150000
Vezel Hybrid Z Honda Sensing ,Honda,KPK,2018,Hybrid,Automatic,White Pearl,Crossover,1500,94000,6750000
Alto,Suzuki,KPK,2007,Petrol,Automatic,White,Hatchback,660,65000,1850000
Mehran VXR Euro II,Suzuki,KPK,2019,Petrol,Manual,Solid White,Hatchback,796,60000,1600000
Pajero Exceed 2.5D,Mitsubishi,KPK,1991,Diesel,Manual,Blue,SUV,2500,200000,1900000
Alto VXR,Suzuki,KPK,2023,Petrol,Manual,Solid White,Hatchback,660,20000,2650000
Alto EII,Suzuki,KPK,2007,Petrol,Automatic,Silver,Hatchback,660,118000,1900000
Prado TX 3.0D,Toyota,KPK,2001,Diesel,Automatic,White,SUV,3000,200000,5850000
Fortuner GR-S,Toyota,KPK,2023,Diesel,Automatic,Super White,SUV,2800,24500,21000000
Alto VXR (CNG),Suzuki,KPK,2007,CNG,Manual,White,Hatchback,1000,100000,950000
Yaris Hatchback X,Toyota,KPK,2021,Petrol,Automatic,Super White,Hatchback,1000,66000,4600000
Alto,Suzuki,KPK,2012,Petrol,Manual,White,Hatchback,1000,80,1250000
Alto VXR,Suzuki,KPK,2008,Petrol,Manual,Green,Hatchback,1000,182500,950000
N Box Slash G L Package,Honda,KPK,2020,Petrol,Automatic,Green,Hatchback,660,48500,2750000
Prius S Standard Package 1.5,Toyota,KPK,2008,Hybrid,Automatic,Silver,Sedan,1500,358988,2700000
Sunny,Nissan,KPK,2008,LPG,Manual,White,Hatchback,1500,14444,700000
Vezel Hybrid RS Honda Sensing ,Honda,KPK,2016,Hybrid,Automatic,White,Crossover,1500,75000,6400000
Cultus,Suzuki,KPK,2004,CNG,Manual,Silver,Hatchback,1000,68523,880000
Prius,Toyota,KPK,2010,Hybrid,Automatic,White,Hatchback,1800,145355,5200000
Bolan VX (CNG),Suzuki,KPK,2011,CNG,Manual,Black,Mini Van,800,900000,700000
Mehran VX Euro II,Suzuki,KPK,2018,Petrol,Manual,Solid White,Hatchback,796,1,1440000
Alto S Package,Suzuki,KPK,2021,Petrol,Automatic,White,Hatchback,660,21000,3450000
Civic VTi 1.8 i-VTEC,Honda,KPK,2007,Petrol,Manual,Crystal Black,Sedan,1800,211000,2195000
Prius G 1.5,Toyota,KPK,2007,Hybrid,Automatic,Silver,Sedan,1500,100000,2875000
Premio F 1.5,Toyota,KPK,2010,Petrol,Automatic,Silver,Sedan,1500,180000,4500000
Cultus VXR (CNG),Suzuki,KPK,2005,Petrol,Manual,White,Hatchback,1000,55201,1150000
Clipper,Nissan,KPK,2007,Petrol,Manual,Silver,Hatchback,660,200000,1250000
Alto,Suzuki,KPK,2006,Petrol,Manual,Red,Hatchback,800,100000,900000
Corolla Altis SR Cruisetronic 1.6,Toyota,KPK,2013,Petrol,Automatic,Black,Sedan,1600,110000,3925000
Cultus VXR,Suzuki,KPK,2006,Petrol,Manual,Silver,Hatchback,1000,1,990000
Alto VXL AGS,Suzuki,KPK,2020,Petrol,Automatic,Solid White,Hatchback,660,53000,2750000
Juke 15RS Type V,Nissan,KPK,2012,Petrol,Automatic,Burgundy,SUV,1500,100000,3100000
Cultus VXRi (CNG),Suzuki,KPK,2010,Petrol,Manual,White,Hatchback,1000,90000,1220000
Corolla GLi 1.3 VVTi,Toyota,KPK,2012,Petrol,Manual,Bluish Silver Metallic,Sedan,1300,200000,2750000
N Box G Turbo L Package,Honda,KPK,2021,Petrol,Automatic,White,Hatchback,660,30000,3050000
Margalla,Suzuki,KPK,1990,Petrol,Manual,White,Hatchback,1000,83623,815000
Mehran VX Euro II,Suzuki,KPK,2017,Petrol,Manual,Solid White,Hatchback,796,85000,1399000
Vitz F 1.3,Toyota,KPK,2009,Petrol,Automatic,Polar White,Hatchback,1300,150000,2240000
Insight,Honda,KPK,2012,Hybrid,Automatic,Silver,Hatchback,1500,130000,3350000
HR-V VTi-S,Honda,KPK,2023,Petrol,Automatic,Teffeta White,Crossover,1500,40000,6630000
Corolla,Toyota,KPK,2007,Petrol,Automatic,White,Hatchback,1500,250000,3850000
Passo X S ,Toyota,KPK,2021,Petrol,Automatic,Super White,Hatchback,1000,96000,4450000
Pajero,Mitsubishi,KPK,2021,Petrol,Manual,Blue,Hatchback,1800,300000,1940000
Civic VTi Oriel Prosmatec 1.6,Honda,KPK,2005,Petrol,Automatic,Silver,Sedan,1600,156000,1750000
Alto VXR,Suzuki,KPK,2010,Petrol,Manual,White,Hatchback,1000,307953,1000000
Land Cruiser ZX Gasoline 3.5L,Toyota,KPK,2022,Petrol,Automatic,White,SUV,3500,13000,70000000
Prado TX L Package 2.7,Toyota,KPK,2020,Petrol,Automatic,Black,SUV,2700,41000,34000000
